"search.indication.title","Indication de la recherche globale","53"
"search.indication.people.title","Personne","53"
"search.indication.people.find","Trouver une personne","53"
"search.indication.alstom_world.find","Trouver un site","53"
"search.indication.it_store.assets","Assets","53"
"search.indication.it_store.services","Services","53"
"search.indication.it_learning.title","IT Learning","53"
"search.indication.it_learning.solutions","Solutions","53"
"search.filter.subcategories.IT_LEARNING","IT Learning","53"
"search.filter.subcategories.PEOPLE","Personnes","53"
"search.filter_category.person","Personne","53"
"search.filter_category.service","Services","53"
"search.filter_category.asset","Assets","53"
"search.filter_category.site","Sites","53"
"search.filter_category.it_learning","IT Learning","53"
"version.modal.title","Versions déployées","53"
"version.modal.backend","Backend modules","53"
"version.modal.frontend","Frontend modules","53"
"version.modal.module_down","Module inaccessible","53"
